Episode,Total Reward,Mean Reward,Train Loss,Epsilon,Actions,Training Time
0,-165.62213118887968,-1.0,-1.0,0.998,61,0.014839410781860352
1,-193.42849715101266,-1.0,0.8460657596588135,0.996004,78,0.5783827304840088
2,-135.8694495572728,-1.0,0.7271934151649475,0.994011992,131,0.9481050968170166
3,-201.6455756115766,-1.0,0.9515513777732849,0.992023968016,114,1.062420129776001
4,-97.1568603169618,-1.0,6.837038040161133,0.990039920079968,71,0.6370983123779297
5,-182.99473832149673,-1.0,0.881632924079895,0.9880598402398081,67,0.5236778259277344
6,-321.9258031878386,-1.0,1.313649296760559,0.9860837205593285,116,0.8756277561187744
7,-94.27646456117893,-1.0,7.348054885864258,0.9841115531182099,65,0.4819056987762451
8,-169.59045534474882,-1.0,0.760127067565918,0.9821433300119734,85,0.6190507411956787
9,-249.0859250862839,-1.0,0.7538021802902222,0.9801790433519495,140,1.0144529342651367
10,-143.37496225741845,-1.0,1.0048143863677979,0.9782186852652456,85,0.6135621070861816
11,-116.29671466487412,-1.0,0.7217916250228882,0.976262247894715,114,0.8220322132110596
12,-116.14530620115423,-1.0,2.8994340896606445,0.9743097233989256,101,0.7317836284637451
13,33.3043930209478,-1.0,0.8365503549575806,0.9723611039521278,74,0.536952018737793
14,-122.33103329708368,-1.0,1.053941249847412,0.9704163817442236,112,0.8115956783294678
15,-340.3183204270864,-1.0,1.0464951992034912,0.9684755489807352,105,0.7558495998382568
16,-89.2411593533829,-1.0,0.8899042010307312,0.9665385978827737,68,0.4928004741668701
17,-296.39100374762927,-1.0,1.110209584236145,0.9646055206870082,114,0.8240871429443359
18,-127.72738611939005,-1.0,1.6162903308868408,0.9626763096456342,139,1.0113062858581543
19,-43.244523290461586,-1.0,1.2953858375549316,0.9607509570263429,70,0.5074024200439453
20,-96.74264501992715,-1.0,0.7766138315200806,0.9588294551122902,75,0.5425481796264648
21,-109.99274908073545,-1.0,2.912750005722046,0.9569117962020657,86,0.6235618591308594
22,-129.1154485764743,-1.0,0.6994881629943848,0.9549979726096616,99,0.7204480171203613
23,-190.03986879353715,-1.0,0.5634527206420898,0.9530879766644422,109,0.8041462898254395
24,-101.59061905633214,-1.0,77.73950958251953,0.9511818007111134,68,0.4161248207092285
25,-111.02599178379407,-1.0,0.5728110671043396,0.9492794371096911,98,0.5730488300323486
26,-467.02464713133475,-1.0,0.7702227830886841,0.9473808782354717,141,1.3267667293548584
27,-17.896493534011512,-1.0,78.06566619873047,0.9454861164790007,132,1.2045361995697021
28,-156.97279736204658,-1.0,77.38400268554688,0.9435951442460427,119,1.0446438789367676
29,-342.0288211225876,-1.0,9.212960243225098,0.9417079539575507,120,1.0667979717254639
30,-89.2396685311403,-1.0,77.12495422363281,0.9398245380496356,117,1.1164653301239014
31,-47.368436599560575,-1.0,77.60746765136719,0.9379448889735363,67,0.5269615650177002
32,-300.330552895991,-1.0,11.760625839233398,0.9360689991955893,136,1.0360689163208008
33,-124.82972144638572,-1.0,0.5781952738761902,0.9341968611971981,87,0.6791205406188965
34,-132.8149165733893,-1.0,1.2411184310913086,0.9323284674748037,89,0.651996374130249
35,-338.11514372768823,-1.0,1.1653162240982056,0.930463810539854,139,1.021862268447876
36,-219.66995948603096,-1.0,1.7689920663833618,0.9286028829187744,72,0.526911735534668
37,-314.4092359822048,-1.0,1.2736989259719849,0.9267456771529368,120,0.9043445587158203
38,-132.0598959754775,-1.0,3.8768887519836426,0.9248921857986309,83,0.7588777542114258
39,-179.92445068403362,-1.0,0.980789840221405,0.9230424014270336,87,0.6632833480834961
40,-158.3990561303977,-1.0,184.45010375976562,0.9211963166241796,82,0.6227824687957764
41,-373.65550090033986,-1.0,1.1766588687896729,0.9193539239909312,91,0.669755220413208
42,-166.37549803993392,-1.0,3.4245409965515137,0.9175152161429493,74,0.5789721012115479
43,-71.9276259354469,-1.0,78.50695037841797,0.9156801857106633,94,0.7185304164886475
44,-74.82161963527716,-1.0,0.7253150939941406,0.913848825339242,123,0.9142894744873047
45,-98.15256391571563,-1.0,2.921505928039551,0.9120211276885636,68,0.504849910736084
46,-53.53148923244021,-1.0,4.1354217529296875,0.9101970854331864,72,0.5334446430206299
47,-337.0783905686683,-1.0,1.6999552249908447,0.9083766912623201,95,0.706505298614502
48,-126.17123401228108,-1.0,3.637101888656616,0.9065599378797955,97,0.7170066833496094
49,-195.43042642133943,-1.0,1.0785335302352905,0.9047468180040359,79,0.588181734085083
50,-87.79996419460615,-1.0,77.34105682373047,0.9029373243680279,78,0.5782124996185303
