Episode,Total Reward,Mean Reward,Train Loss,Epsilon,Actions,Training Time
0,-104.2772319815657,-1.0,0.7844502925872803,0.998,138,0.5704734325408936
1,-365.9743109564381,-1.0,79.29277038574219,0.996004,128,1.2816264629364014
2,-253.84518108102236,-1.0,1.5333284139633179,0.994011992,125,1.3778369426727295
3,-132.3412898688607,-1.0,1.1981993913650513,0.992023968016,72,0.7278966903686523
4,-142.7902499976381,-1.0,76.52377319335938,0.990039920079968,81,0.7480218410491943
5,-150.33008528518417,-1.0,0.8076085448265076,0.9880598402398081,91,0.7357776165008545
6,-91.68838001137756,-1.0,0.7575659155845642,0.9860837205593285,119,1.3324596881866455
7,-126.69494853763668,-1.0,0.5390565991401672,0.9841115531182099,66,0.7689435482025146
8,-176.13247101366363,-1.0,75.15507507324219,0.9821433300119734,103,0.7839028835296631
9,-173.4587882227873,-1.0,72.87310028076172,0.9801790433519495,76,0.5715198516845703
10,-394.24977213773434,-1.0,63.25996780395508,0.9782186852652456,131,0.973395824432373
11,-301.649205737691,-1.0,1.000777006149292,0.976262247894715,106,0.8098335266113281
12,-84.45977067145607,-1.0,1.7881629467010498,0.9743097233989256,80,0.5794496536254883
13,-78.91814704825228,-1.0,0.5470868349075317,0.9723611039521278,67,0.4936788082122803
14,-101.80001000245174,-1.0,0.793337345123291,0.9704163817442236,68,0.5066442489624023
15,-393.8435612969051,-1.0,67.2152328491211,0.9684755489807352,88,0.648266077041626
16,-172.51479188851187,-1.0,1.7469455003738403,0.9665385978827737,58,0.42386674880981445
17,-368.8945635817553,-1.0,0.5632493495941162,0.9646055206870082,85,0.6412839889526367
18,-260.1012859318894,-1.0,1.0951817035675049,0.9626763096456342,92,0.6951403617858887
19,-168.6802606659665,-1.0,0.8714731931686401,0.9607509570263429,120,0.9105632305145264
20,-100.39929747369703,-1.0,1.1499593257904053,0.9588294551122902,121,0.8816416263580322
21,-292.29242929528885,-1.0,1.083739995956421,0.9569117962020657,76,0.5654888153076172
22,-158.79957109902952,-1.0,0.955965518951416,0.9549979726096616,68,0.49866533279418945
23,-88.65361722076534,-1.0,65.64540100097656,0.9530879766644422,66,0.4946765899658203
24,-117.84332516048863,-1.0,2.173452615737915,0.9511818007111134,57,0.4218723773956299
25,-313.5210601452627,-1.0,0.730789840221405,0.9492794371096911,116,0.8666813373565674
