Episode,Total Reward,Mean Reward,Train Loss,Epsilon,Actions,Training Time
0,-96.78836768424424,-1.0,81.27047729492188,0.998,153,0.8696744441986084
1,-145.53316309416476,-1.0,80.09735107421875,0.996004,101,1.4521193504333496
2,-266.72354485667285,-1.0,82.44646453857422,0.994011992,85,0.7589716911315918
3,-298.10095916976286,-1.0,82.03900909423828,0.992023968016,116,1.814150333404541
4,-10.178407031826026,-1.0,137.63572692871094,0.990039920079968,112,1.162891149520874
5,-221.67881060923344,-1.0,73.60424041748047,0.9880598402398081,89,0.942481279373169
6,-152.60547267422498,-1.0,77.683837890625,0.9860837205593285,124,1.0322420597076416
7,-306.4591049488,-1.0,77.73506927490234,0.9841115531182099,110,0.8467366695404053
8,-190.1786928296342,-1.0,75.12992858886719,0.9821433300119734,129,0.9135589599609375
9,-406.28359394392373,-1.0,173.76705932617188,0.9801790433519495,135,0.9664168357849121
10,-239.07805831885392,-1.0,81.38714599609375,0.9782186852652456,77,0.5634946823120117
11,-215.8375230190835,-1.0,59.31403732299805,0.976262247894715,86,0.6382946968078613
12,-98.55369717048019,-1.0,69.4332046508789,0.9743097233989256,101,0.7350356578826904
13,-240.2516326425891,-1.0,67.30534362792969,0.9723611039521278,88,0.6512601375579834
14,-136.43591704398267,-1.0,65.2328872680664,0.9704163817442236,78,0.8118305206298828
15,-78.64681964437179,-1.0,66.80056762695312,0.9684755489807352,61,0.466752290725708
16,-407.44692893137994,-1.0,52.676517486572266,0.9665385978827737,116,0.9604320526123047
17,-94.9157876349747,-1.0,61.27330780029297,0.9646055206870082,120,1.1289823055267334
18,-246.06499036159065,-1.0,28.77579689025879,0.9626763096456342,90,0.7819094657897949
19,-350.1331780874971,-1.0,46.925846099853516,0.9607509570263429,99,0.934502363204956
20,-76.56218762804946,-1.0,55.3847770690918,0.9588294551122902,87,0.8397557735443115
21,-192.4975771063541,-1.0,49.326656341552734,0.9569117962020657,97,0.890620231628418
22,-225.0973437029678,-1.0,43.12171936035156,0.9549979726096616,85,0.7110991477966309
23,-344.0269021302322,-1.0,38.1408805847168,0.9530879766644422,91,0.9285180568695068
24,-194.75959669541655,-1.0,38.111907958984375,0.9511818007111134,86,0.7320427894592285
25,-86.34356258523684,-1.0,40.36402893066406,0.9492794371096911,60,0.5275893211364746
26,-141.24823730397827,-1.0,97.86060333251953,0.9473808782354717,131,1.5109610557556152
27,-248.1462632833174,-1.0,19.43613624572754,0.9454861164790007,130,1.1030511856079102
28,-214.742324520787,-1.0,36.5606575012207,0.9435951442460427,91,0.7489979267120361
29,-231.7908711495262,-1.0,12.636833190917969,0.9417079539575507,91,0.7569766044616699
30,-89.66291170964917,-1.0,29.415054321289062,0.9398245380496356,74,0.658240795135498
31,-92.85082573157874,-1.0,32.363826751708984,0.9379448889735363,108,0.9285187721252441
32,-152.18076276273064,-1.0,39.459285736083984,0.9360689991955893,124,1.0841021537780762
33,-110.11119746299167,-1.0,45.538673400878906,0.9341968611971981,136,1.1678783893585205
34,-355.88821118664,-1.0,100.1153335571289,0.9323284674748037,85,0.7589712142944336
35,-214.66038853717765,-1.0,33.15270233154297,0.930463810539854,156,1.3733289241790771
36,-139.77002372226954,-1.0,47.34400177001953,0.9286028829187744,70,1.0172808170318604
37,-133.4391503222953,-1.0,42.44221496582031,0.9267456771529368,77,0.6502625942230225
38,-221.3803246718625,-1.0,32.64534378051758,0.9248921857986309,122,0.910564661026001
39,-80.86101861394833,-1.0,46.220699310302734,0.9230424014270336,76,0.5794517993927002
40,-52.89797762481154,-1.0,51.485286712646484,0.9211963166241796,68,0.49866724014282227
41,-106.4291952104763,-1.0,77.0763168334961,0.9193539239909312,91,0.6921501159667969
42,-124.10510469115317,-1.0,41.315528869628906,0.9175152161429493,77,0.5884275436401367
43,-189.67314479717237,-1.0,51.03398513793945,0.9156801857106633,157,1.3902819156646729
44,-111.4567307354735,-1.0,40.98670196533203,0.913848825339242,95,0.8208062648773193
45,-104.47910170297784,-1.0,44.199459075927734,0.9120211276885636,77,0.6233336925506592
46,-122.43194637930293,-1.0,53.0220947265625,0.9101970854331864,94,0.7380273342132568
47,-143.29873574645916,-1.0,41.66511154174805,0.9083766912623201,128,1.0262563228607178
48,-70.33847523351572,-1.0,60.182674407958984,0.9065599378797955,104,0.9634251594543457
49,-53.838607967382956,-1.0,58.90565490722656,0.9047468180040359,117,0.9993283748626709
50,-276.10471020553086,-1.0,52.614654541015625,0.9029373243680279,73,0.5704746246337891
51,-272.3055860516449,-1.0,63.85573196411133,0.9011314497192918,92,0.7091047763824463
52,-103.10129084464063,-1.0,61.198543548583984,0.8993291868198532,70,0.5275900363922119
53,-344.780673876331,-1.0,79.19432830810547,0.8975305284462135,111,0.8906192779541016
54,-88.23370811230022,-1.0,48.82674026489258,0.8957354673893211,69,0.5216052532196045
55,-184.7567749529842,-1.0,53.08018112182617,0.8939439964545425,63,0.48969078063964844
56,-91.4453542377369,-1.0,42.843875885009766,0.8921561084616334,82,0.61834716796875
57,-118.42918779820967,-1.0,33.05339431762695,0.8903717962447101,63,0.4687478542327881
58,-92.96020517445024,-1.0,41.39665985107422,0.8885910526522206,73,0.5455417633056641
59,-261.39455592722436,-1.0,26.38935089111328,0.8868138705469162,109,0.8178153038024902
60,-212.22807323101085,-1.0,24.188617706298828,0.8850402428058224,131,1.0033173561096191
61,-62.759662028185645,-1.0,52.105751037597656,0.8832701623202107,81,0.6133618354797363
62,-462.10328551501414,-1.0,17.49652671813965,0.8815036219955703,133,1.0711371898651123
