Episode,Total Reward,Mean Reward,Train Loss,Epsilon,Actions,Training Time
0,-274.25536962275015,-1.0,79.22488403320312,0.6986,108,0.3430819511413574
1,-475.7191100688506,-1.0,2.974841594696045,0.6972028,140,1.2127597332000732
2,-163.89022496201682,-1.0,1.9291187524795532,0.6958083944,95,0.8168175220489502
3,-240.36677550274078,-1.0,6.748075485229492,0.6944167776112,113,1.0222680568695068
4,-218.20235905351578,-1.0,1.3816639184951782,0.6930279440559777,75,0.564490795135498
5,-146.36394507362712,-1.0,60.44953155517578,0.6916418881678658,68,0.4996640682220459
6,-69.68429271156856,-1.0,1.2003028392791748,0.69025860439153,65,0.5684800148010254
7,-254.22961168609265,-1.0,0.6128231883049011,0.6888780871827469,98,0.7190778255462646
8,-332.65435258547313,-1.0,1.5787038803100586,0.6875003310083814,88,0.6761922836303711
9,-456.1506710204297,-1.0,5.511945724487305,0.6861253303463646,144,1.1070411205291748
10,-504.14044834301274,-1.0,39.998687744140625,0.6847530796856719,115,0.8218047618865967
11,-472.54890746103257,-1.0,3.5387628078460693,0.6833835735263005,97,0.8058466911315918
12,-385.02108412030356,-1.0,12.972172737121582,0.6820168063792479,124,0.9095697402954102
13,-507.3937851537642,-1.0,3.551536798477173,0.6806527727664894,124,0.893610954284668
14,-407.01751407668957,-1.0,3.1387152671813965,0.6792914672209565,161,1.151921272277832
15,-248.769640862602,-1.0,2.589111328125,0.6779328842865145,96,0.7001285552978516
16,-292.89847576927104,-1.0,6.407296180725098,0.6765770185179415,134,0.9564428329467773
17,-5.817831815616245,-1.0,15.855079650878906,0.6752238644809057,120,1.0282542705535889
18,-321.6758381524228,-1.0,1.5901750326156616,0.6738734167519438,98,0.8791286945343018
19,-234.47925227985237,-1.0,21.609615325927734,0.6725256699184399,93,0.6741974353790283
20,-237.84201727354866,-1.0,3.6337637901306152,0.671180618578603,189,1.360363483428955
21,-137.15259878731968,-1.0,3.50065016746521,0.6698382573414458,92,0.6502623558044434
22,-162.84196785426357,-1.0,20.633148193359375,0.6684985808267628,134,1.0551795959472656
23,-170.34984336937225,-1.0,32.72660827636719,0.6671615836651094,167,1.2267215251922607
24,-232.54071918335362,-1.0,44.55180358886719,0.6658272604977792,111,0.852719783782959
25,-291.8126663484999,-1.0,6.0251383781433105,0.6644956059767836,194,1.4710674285888672
26,-122.70054556995451,-1.0,7.295932769775391,0.66316661476483,252,1.9827005863189697
27,-556.2992023536137,-1.0,73.76911926269531,0.6618402815353003,117,0.8726675510406494
28,-175.33185877697002,-1.0,1.599302053451538,0.6605166009722296,121,0.9634244441986084
29,-228.73813251312862,-1.0,1.2032777070999146,0.6591955677702852,185,1.3912804126739502
30,-234.5037601261145,-1.0,4.668727874755859,0.6578771766347447,159,1.3065080642700195
31,-225.20659817793432,-1.0,4.197699546813965,0.6565614222814752,112,0.8098361492156982
32,-123.37431385074183,-1.0,31.407846450805664,0.6552482994369122,194,1.4142203330993652
33,-307.8584023422406,-1.0,1.1875121593475342,0.6539378028380384,177,1.3264541625976562
34,-45.60471227596679,-1.0,1.2422525882720947,0.6526299272323624,120,0.9075751304626465
35,-142.6170808394334,-1.0,1.371712327003479,0.6513246673778976,138,1.026257038116455
36,-140.5570747939014,-1.0,1.0885071754455566,0.6500220180431419,193,1.4411485195159912
37,-305.1113817125736,-1.0,24.420080184936523,0.6487219740070556,79,0.5834403038024902
38,-170.30683821771981,-1.0,1.2937039136886597,0.6474245300590414,112,0.8317768573760986
39,-44.29527242619163,-1.0,4.581644535064697,0.6461296809989233,208,1.6785132884979248
40,-198.5485269523749,-1.0,32.78661346435547,0.6448374216369255,160,1.2007906436920166
41,-318.5715266341423,-1.0,1.2070649862289429,0.6435477467936517,156,1.1858313083648682
42,-100.45066246207203,-1.0,140.3472442626953,0.6422606513000644,119,0.9015884399414062
43,-225.6606396517423,-1.0,1.1000547409057617,0.6409761299974642,131,1.0641558170318604
44,-77.35795934189306,-1.0,44.86713790893555,0.6396941777374693,147,1.1798458099365234
45,-156.2378910438281,-1.0,29.205148696899414,0.6384147893819944,134,1.0761239528656006
46,-123.88334018077073,-1.0,0.939790666103363,0.6371379598032304,82,0.6751952171325684
47,-95.79507704131764,-1.0,0.9108060002326965,0.6358636838836239,95,0.7599682807922363
48,-29.981180217479576,-1.0,0.8958648443222046,0.6345919565158566,124,0.9714031219482422
49,-179.5394690509206,-1.0,9.257568359375,0.6333227726028249,159,1.3164818286895752
50,-104.2984729949739,-1.0,0.991860568523407,0.6320561270576193,158,1.217745304107666
51,-42.911196365611175,-1.0,20.262479782104492,0.630792014803504,110,0.8427464962005615
52,-244.83180448397164,-1.0,0.8756420016288757,0.629530430773897,254,1.9757206439971924
53,-186.51269014054608,-1.0,44.92039108276367,0.6282713699123492,98,0.7539825439453125
54,-218.45635238641808,-1.0,2.225661039352417,0.6270148271725245,214,1.6884872913360596
55,-277.9744316314087,-1.0,0.9966273903846741,0.6257607975181795,163,1.244673728942871
56,-190.66396694056627,-1.0,24.26795768737793,0.6245092759231431,109,0.8287851810455322
57,-140.1250554860524,-1.0,1.3369083404541016,0.6232602573712968,101,0.8666830062866211
58,-212.69399771726597,-1.0,0.8750952482223511,0.6220137368565541,98,0.7619631290435791
59,-102.67621210755692,-1.0,0.7656219005584717,0.620769709382841,117,0.8806471824645996
60,-278.3547392485342,-1.0,1.3139086961746216,0.6195281699640753,170,1.3005239963531494
61,-14.935502599996184,-1.0,1.1899707317352295,0.6182891136241472,231,1.778247356414795
62,-124.24964041512487,-1.0,1.5356085300445557,0.6170525353968989,138,1.0531845092773438
63,-168.74048225468755,-1.0,1.1139107942581177,0.6158184303261051,122,0.9464704990386963
64,-182.13709987036458,-1.0,0.7480323910713196,0.6145867934654529,117,0.9903533458709717
65,-28.580857804944145,-1.0,0.9000688195228577,0.613357619878522,189,1.6316392421722412
66,-85.92555530695515,-1.0,0.796612024307251,0.612130904638765,140,1.1888229846954346
67,-77.53434437610008,-1.0,1.710934042930603,0.6109066428294875,176,1.350390911102295
68,-83.90867281886075,-1.0,2.973339080810547,0.6096848295438285,223,1.7313718795776367
69,-70.15821916061519,-1.0,10.13369369506836,0.6084654598847409,134,1.0292491912841797
70,-153.34702008198093,-1.0,1.4090979099273682,0.6072485289649714,131,1.2576382160186768
71,-130.8287959335518,-1.0,5.109991073608398,0.6060340319070414,156,1.3045134544372559
72,-145.41564737958214,-1.0,27.711395263671875,0.6048219638432273,129,0.9943428039550781
73,-65.4368438945624,-1.0,1.9631258249282837,0.6036123199155409,134,1.0252604484558105
74,-75.23728326608426,-1.0,4.035813331604004,0.6024050952757098,129,1.1000590324401855
75,-70.65383473093053,-1.0,0.6039699912071228,0.6012002850851584,169,1.2895534038543701
76,-79.93997270189638,-1.0,1.3759827613830566,0.5999978845149881,202,1.5498569011688232
77,-119.63211946026846,-1.0,0.6812756061553955,0.5987978887459582,90,0.6831741333007812
78,-106.00531468552865,-1.0,0.5945682525634766,0.5976002929684663,133,0.9883577823638916
79,-143.05603308997908,-1.0,5.353861331939697,0.5964050923825294,136,1.024261713027954
80,-131.04337614199204,-1.0,1.4454867839813232,0.5952122821977643,168,1.2745933532714844
81,-74.34618386219475,-1.0,0.9447757601737976,0.5940218576333688,231,1.8191380500793457
82,-38.24239945327724,-1.0,0.9408533573150635,0.5928338139181021,216,1.7961981296539307
83,-222.75349846103836,-1.0,1.2036254405975342,0.5916481462902659,188,1.4720652103424072
84,-132.00068984900705,-1.0,152.1852569580078,0.5904648499976853,136,1.0641560554504395
85,-140.43239715426455,-1.0,3.5555925369262695,0.58928392029769,126,0.9694089889526367
86,-107.14884333439197,-1.0,0.8799834847450256,0.5881053524570946,138,1.05118989944458
