260,71,99,1,4,1,0,1.0,0.9201039321200146,0.07989606787998538,1.0,0.9201039322931266,0.07989606770687341,0.00011686329411025648,0.0002071682534385797,4.0071871723498034e-07,0.00021505772458650936,2.08827653994396e-08,2.0813699783385036e-08,8.763371024820768e-09,2.7098566985912997e-12,7.604992759488507e-08,4.991042466202822e-07,0.04688362966787517,0.08299167456462439,0.00016075193423158808,0.08627614862862443,1.8854469268439086e-08,0.08328003836280135,0.14742008906817466,0.00028554270114903663,0.15325348830937974,9.236062221899533e-07,0.08645922501094144,0.1530474135284389,0.0002964387499235701,0.15910394640958628,5.549943917718816e-07,0.00011686329411025648,0.0002071682534385797,4.0071871723498034e-07,0.00021505772458650936,2.08827653994396e-08,2.0813699783385036e-08,8.763371024820768e-09,2.7098566985912997e-12,7.604992759488507e-08,4.991042466202822e-07,0.04688362966787517,0.08299167456462439,0.00016075193423158808,0.08627614862862443,1.8854469268439086e-08,0.08328003836280135,0.14742008906817466,0.00028554270114903663,0.15325348830937974,9.236062221899533e-07,0.08645922501094144,0.1530474135284389,0.0002964387499235701,0.15910394640958628,5.549943917718816e-07
558,71,99,1,4,0,0,0.9201039321200146,0.856261514901973,0.06384241721804162,0.9201039322931266,0.8562615150318982,0.06384241726122841,1.4537791279272309e-08,7.764019215255261e-07,1.5597742969826849e-06,5.41515464142811e-06,0.0013436307914810478,1.0289001188171055e-05,0.00012645175858430502,0.00039141057872680364,0.0013659078935029864,0.3371491174154943,-9.341182741470928e-10,4.083661455757303e-09,5.944060695039098e-10,8.564682849838511e-09,1.618837263508166e-06,-4.957117078446513e-10,2.46289528455181e-10,-3.575452241800075e-11,7.985511362546679e-09,1.987460475479837e-06,1.3074708051112017e-08,0.0002455333307452055,0.0007614507831075311,0.0026347185048856635,0.6559600846633923,1.4537791279272309e-08,7.764019215255261e-07,1.5597742969826849e-06,5.41515464142811e-06,0.0013436307914810478,1.0289001188171055e-05,0.00012645175858430502,0.00039141057872680364,0.0013659078935029864,0.3371491174154943,-9.341182741470928e-10,4.083661455757303e-09,5.944060695039098e-10,8.564682849838511e-09,1.618837263508166e-06,-4.957117078446513e-10,2.46289528455181e-10,-3.575452241800075e-11,7.985511362546679e-09,1.987460475479837e-06,1.3074708051112017e-08,0.0002455333307452055,0.0007614507831075311,0.0026347185048856635,0.6559600846633923
1258,71,99,1,4,0,0,0.856261514901973,0.7985182956080964,0.0577432192938766,0.8562615150318982,0.7985182973255427,0.05774321770635549,1.9286837992285693e-09,2.9705979061389116e-09,9.309543790220548e-11,1.0633763062001275e-08,2.8976826762563456e-08,3.277140738916496e-10,0.01632671548188897,-1.1099984175540579e-10,0.3202259903830133,4.685603506018302e-06,3.3315584345755e-11,0.032184196881039275,-1.0660322008438852e-10,0.6312503719829402,7.724297531990088e-06,-6.626586492927078e-11,8.911634547823866e-11,-7.733737989985204e-11,-1.0886266362317485e-10,-1.1493183429416114e-10,1.1988778830042693e-10,7.982830332726634e-08,-1.0570950420210737e-10,1.889236746948682e-07,2.135763377496365e-09,1.9286837992285693e-09,2.9705979061389116e-09,9.309543790220548e-11,1.0633763062001275e-08,2.8976826762563456e-08,3.277140738916496e-10,0.01632671548188897,-1.1099984175540579e-10,0.3202259903830133,4.685603506018302e-06,3.3315584345755e-11,0.032184196881039275,-1.0660322008438852e-10,0.6312503719829402,7.724297531990088e-06,-6.626586492927078e-11,8.911634547823866e-11,-7.733737989985204e-11,-1.0886266362317485e-10,-1.1493183429416114e-10,1.1988778830042693e-10,7.982830332726634e-08,-1.0570950420210737e-10,1.889236746948682e-07,2.135763377496365e-09
1740,71,99,1,4,1,0,0.7985182956080964,0.7508638590266495,0.04765443658144686,0.7985182973255427,0.7508638627615666,0.04765443456397611,6.375374395702208e-10,6.2252178093825784e-09,2.4444332651724358e-11,5.974458006281884e-10,4.3619622340175413e-10,3.7986211952595565e-11,-3.88089826253339e-12,-2.0877035223689872e-11,4.100839894780116e-10,1.3136067893748175e-10,6.578906312000867e-13,0.9999999895959538,-1.9039679372421093e-11,2.8791386869331035e-10,1.532599992975703e-10,-1.3053834525827622e-11,6.804442877970515e-11,-2.0763696857657102e-11,2.4540883487375734e-13,-1.6389470287627057e-11,4.313365370353459e-11,1.4131219909827765e-09,-2.0563454998211356e-11,5.879635986519978e-11,-6.83254744033687e-12,6.375374395702208e-10,6.2252178093825784e-09,2.4444332651724358e-11,5.974458006281884e-10,4.3619622340175413e-10,3.7986211952595565e-11,-3.88089826253339e-12,-2.0877035223689872e-11,4.100839894780116e-10,1.3136067893748175e-10,6.578906312000867e-13,0.9999999895959538,-1.9039679372421093e-11,2.8791386869331035e-10,1.532599992975703e-10,-1.3053834525827622e-11,6.804442877970515e-11,-2.0763696857657102e-11,2.4540883487375734e-13,-1.6389470287627057e-11,4.313365370353459e-11,1.4131219909827765e-09,-2.0563454998211356e-11,5.879635986519978e-11,-6.83254744033687e-12
2501,71,99,1,4,0,0,0.7508638590266495,0.7104751991876855,0.040388659838964,0.7508638627615666,0.7104752021467219,0.040388660614844696,7.880780224367995e-11,1.7547718210280977e-08,5.2167670184927094e-11,9.223767633565674e-10,2.2555404870367587e-10,1.0337371117946952e-09,6.489871750329591e-10,-3.7056264046855686e-11,7.850860771605862e-08,4.067224200246453e-10,-2.5096570501698587e-12,0.648864120652372,-2.647518547491698e-11,6.677116003824486e-08,0.11822294579898306,-2.2783249785849098e-11,5.3694965237307e-10,-3.1433775324319666e-11,-2.0255316067696203e-11,3.9198874070049354e-10,2.215816330209115e-10,0.19701637235833627,-3.073880024743752e-11,4.566432604483438e-08,0.03589634835090836,7.880780224367995e-11,1.7547718210280977e-08,5.2167670184927094e-11,9.223767633565674e-10,2.2555404870367587e-10,1.0337371117946952e-09,6.489871750329591e-10,-3.7056264046855686e-11,7.850860771605862e-08,4.067224200246453e-10,-2.5096570501698587e-12,0.648864120652372,-2.647518547491698e-11,6.677116003824486e-08,0.11822294579898306,-2.2783249785849098e-11,5.3694965237307e-10,-3.1433775324319666e-11,-2.0255316067696203e-11,3.9198874070049354e-10,2.215816330209115e-10,0.19701637235833627,-3.073880024743752e-11,4.566432604483438e-08,0.03589634835090836
3551,71,99,1,4,1,0,0.7104751991876855,0.669631332389805,0.040843866797880546,0.7104752021467219,0.6696312989934571,0.040843903153264804,1.940378668001873e-07,2.0431611322678067e-09,2.582068756423932e-10,2.306037297015431e-08,1.4561336701769881e-09,7.477057048802706e-09,0.37226772914208633,-1.1645717563213187e-10,0.20832893927113147,0.27387032196341443,4.71808247646202e-09,0.02419722421090432,-7.523216221587616e-11,0.013541231347861159,0.017801464593984805,-1.36211937795134e-10,-7.174229033722009e-11,-1.157515880215386e-10,-6.449624460050981e-11,-5.789668889473653e-11,3.935235727594658e-09,0.03920741129733503,-1.2436665143557495e-10,0.02194130865496371,0.02884413329435845,1.940378668001873e-07,2.0431611322678067e-09,2.582068756423932e-10,2.306037297015431e-08,1.4561336701769881e-09,7.477057048802706e-09,0.37226772914208633,-1.1645717563213187e-10,0.20832893927113147,0.27387032196341443,4.71808247646202e-09,0.02419722421090432,-7.523216221587616e-11,0.013541231347861159,0.017801464593984805,-1.36211937795134e-10,-7.174229033722009e-11,-1.157515880215386e-10,-6.449624460050981e-11,-5.789668889473653e-11,3.935235727594658e-09,0.03920741129733503,-1.2436665143557495e-10,0.02194130865496371,0.02884413329435845
4052,71,99,1,4,1,0,0.669631332389805,0.6345266421208079,0.035104690268997096,0.6696312989934571,0.6345266153149369,0.035104683678520154,2.7614290855814897e-08,1.7759545737606885e-09,2.74841532086966e-10,8.14493675540866e-08,7.705703202560596e-10,1.8371361613372244e-08,0.4015973054930446,-1.0272932541446272e-10,0.015555442038666607,0.49134074087532764,1.2500374701128674e-09,0.013031615459429989,-1.021190823868664e-10,0.0005047590247002433,0.015943841231880803,-8.511238464684437e-11,1.6373002881751953e-09,-1.0134179640559754e-10,-7.121321935407294e-11,1.0387883519130408e-09,5.5935891562316e-10,0.02741851124854425,-1.0395326802041822e-10,0.0010620154272951824,0.03354563502585702,2.7614290855814897e-08,1.7759545737606885e-09,2.74841532086966e-10,8.14493675540866e-08,7.705703202560596e-10,1.8371361613372244e-08,0.4015973054930446,-1.0272932541446272e-10,0.015555442038666607,0.49134074087532764,1.2500374701128674e-09,0.013031615459429989,-1.021190823868664e-10,0.0005047590247002433,0.015943841231880803,-8.511238464684437e-11,1.6373002881751953e-09,-1.0134179640559754e-10,-7.121321935407294e-11,1.0387883519130408e-09,5.5935891562316e-10,0.02741851124854425,-1.0395326802041822e-10,0.0010620154272951824,0.03354563502585702
5970,71,99,1,4,0,0,0.6345266421208079,0.5996330581089815,0.034893584011826406,0.6345266153149369,0.599633036013966,0.03489357930097092,4.359848404445877e-11,2.4610876784273896e-10,-2.0249301473212406e-12,0.9999999309390155,1.02300043970809e-11,1.2627206574975356e-11,2.5858116973212944e-12,1.3769536017192161e-12,6.517394872275593e-13,8.532361642885815e-11,5.8438520097175005e-12,1.2657930192571082e-10,1.4616244851796143e-12,2.403535027239213e-10,2.2431951024061647e-10,-1.9638375803701014e-12,-6.014473903940527e-12,-4.812777292563421e-12,-4.88466374416497e-12,-5.702991763417432e-12,1.915053363943589e-11,5.277077801236506e-09,-5.635597751520025e-12,6.279184028395591e-08,2.8953104818973336e-12,4.359848404445877e-11,2.4610876784273896e-10,-2.0249301473212406e-12,0.9999999309390155,1.02300043970809e-11,1.2627206574975356e-11,2.5858116973212944e-12,1.3769536017192161e-12,6.517394872275593e-13,8.532361642885815e-11,5.8438520097175005e-12,1.2657930192571082e-10,1.4616244851796143e-12,2.403535027239213e-10,2.2431951024061647e-10,-1.9638375803701014e-12,-6.014473903940527e-12,-4.812777292563421e-12,-4.88466374416497e-12,-5.702991763417432e-12,1.915053363943589e-11,5.277077801236506e-09,-5.635597751520025e-12,6.279184028395591e-08,2.8953104818973336e-12
6005,71,99,1,4,0,0,0.5996330581089815,0.5715178459874783,0.02811521212150314,0.599633036013966,0.5715178724733053,0.02811516354066068,3.62127735359412e-11,3.7715314793782494e-10,-2.0787332547259557e-12,0.9999999433452539,4.989427739498947e-12,1.3272908891063784e-11,2.961368224280507e-12,1.290748978708468e-12,2.429654869192305e-13,6.519258698255084e-11,4.50412625148108e-12,8.933184799490865e-11,1.2522111219528777e-12,1.6562484382869655e-10,1.297744347235294e-10,-1.7990898395580273e-12,-5.1107809731090214e-12,-4.126946431442287e-12,-3.862584982333914e-12,-4.4668308657801685e-12,1.6283443270208365e-11,4.112914124136509e-09,-4.826365273448986e-12,5.165958545294009e-08,4.342737312450521e-13,3.62127735359412e-11,3.7715314793782494e-10,-2.0787332547259557e-12,0.9999999433452539,4.989427739498947e-12,1.3272908891063784e-11,2.961368224280507e-12,1.290748978708468e-12,2.429654869192305e-13,6.519258698255084e-11,4.50412625148108e-12,8.933184799490865e-11,1.2522111219528777e-12,1.6562484382869655e-10,1.297744347235294e-10,-1.7990898395580273e-12,-5.1107809731090214e-12,-4.126946431442287e-12,-3.862584982333914e-12,-4.4668308657801685e-12,1.6283443270208365e-11,4.112914124136509e-09,-4.826365273448986e-12,5.165958545294009e-08,4.342737312450521e-13
7264,71,99,1,4,1,0,0.5715178459874783,0.5349076106847573,0.036610235302721006,0.5715178724733053,0.5349061021369632,0.03661177033634211,4.921016635334175e-10,9.65031977643938e-09,7.431052933308423e-12,0.9999996718364831,6.173534409862721e-09,1.5782198796458978e-10,-3.839589252700775e-11,1.0087912121885216e-10,-1.0743945299091644e-11,-4.966972649129053e-11,2.0871265928838586e-10,1.819294679332678e-08,-8.690302096768122e-11,3.5450535184951575e-08,6.819511506925017e-08,-4.762119883478104e-11,-1.0760467383608168e-10,-8.771317768485365e-11,-9.278060262497603e-11,-1.106907987360887e-10,5.310739535580241e-10,3.9033251153430635e-08,-9.473722948184479e-11,1.4733116467673162e-07,3.3654900000017095e-09,4.921016635334175e-10,9.65031977643938e-09,7.431052933308423e-12,0.9999996718364831,6.173534409862721e-09,1.5782198796458978e-10,-3.839589252700775e-11,1.0087912121885216e-10,-1.0743945299091644e-11,-4.966972649129053e-11,2.0871265928838586e-10,1.819294679332678e-08,-8.690302096768122e-11,3.5450535184951575e-08,6.819511506925017e-08,-4.762119883478104e-11,-1.0760467383608168e-10,-8.771317768485365e-11,-9.278060262497603e-11,-1.106907987360887e-10,5.310739535580241e-10,3.9033251153430635e-08,-9.473722948184479e-11,1.4733116467673162e-07,3.3654900000017095e-09
