Episode,Total Reward,Mean Reward,Train Loss,Epsilon,Actions,Training Time
0,-96.87366517613464,-1.0,1.6882929801940918,0.998,77,0.2433335781097412
1,-334.2762242044869,-1.0,78.48341369628906,0.996004,81,0.7789187431335449
2,-335.08808883157104,-1.0,77.81476593017578,0.994011992,93,0.9045827388763428
3,-69.15698103653145,-1.0,0.9979966282844543,0.992023968016,103,0.7470030784606934
4,-233.33883312015996,-1.0,1.1531007289886475,0.990039920079968,108,1.4481313228607178
5,-198.1461697300678,-1.0,0.801243782043457,0.9880598402398081,114,1.4960007667541504
6,-190.95843223300346,-1.0,75.03974151611328,0.9860837205593285,62,0.5804488658905029
7,-104.31430228945064,-1.0,1.7363284826278687,0.9841115531182099,103,1.5488600730895996
8,-121.35331187412436,-1.0,1.4975916147232056,0.9821433300119734,72,0.9335052967071533
9,-136.69236493342027,-1.0,1.0360639095306396,0.9801790433519495,82,0.9275212287902832
10,-273.1330131191076,-1.0,145.05435180664062,0.9782186852652456,78,0.8118307590484619
11,-15.715105775648638,-1.0,2.9192299842834473,0.976262247894715,109,1.0312438011169434
12,-388.7584929813827,-1.0,1.605813980102539,0.9743097233989256,114,1.0771219730377197
13,-156.9156707219475,-1.0,56.87527084350586,0.9723611039521278,110,1.1170141696929932
14,-158.48911306196823,-1.0,0.4053637385368347,0.9704163817442236,103,1.0402204990386963
15,-119.36059656853887,-1.0,1.2551614046096802,0.9684755489807352,94,0.9315109252929688
16,-196.39616868531976,-1.0,0.6924688816070557,0.9665385978827737,123,1.1878252029418945
17,-23.75270292901493,-1.0,135.23822021484375,0.9646055206870082,103,0.9883589744567871
18,-132.39648687387984,-1.0,4.178834915161133,0.9626763096456342,143,1.3733294010162354
19,-334.2890219846387,-1.0,1.4096505641937256,0.9607509570263429,99,0.9594345092773438
20,-24.991173904799524,-1.0,0.3658318817615509,0.9588294551122902,107,1.015286922454834
21,-140.53803546080536,-1.0,169.49913024902344,0.9569117962020657,142,1.3204715251922607
22,-238.86200278061327,-1.0,1.978663682937622,0.9549979726096616,97,0.7081069946289062
23,-296.7296182376154,-1.0,4.578662872314453,0.9530879766644422,120,0.8367631435394287
24,-54.97028026640799,-1.0,135.30462646484375,0.9511818007111134,83,0.5844388008117676
25,-197.21179762116208,-1.0,0.3229345679283142,0.9492794371096911,101,0.7031207084655762
26,-284.73925786008766,-1.0,0.8365057110786438,0.9473808782354717,100,0.7290523052215576
27,-162.0253829048024,-1.0,4.571358680725098,0.9454861164790007,80,0.5784533023834229
28,-107.91209949218513,-1.0,96.927490234375,0.9435951442460427,112,0.7699415683746338
29,-114.1872235791505,-1.0,0.8059720993041992,0.9417079539575507,77,0.5325767993927002
30,-121.5621410802051,-1.0,0.7786012291908264,0.9398245380496356,80,0.5894248485565186
31,-131.84463403000342,-1.0,0.9662848114967346,0.9379448889735363,105,0.7340390682220459
32,-141.73305877281507,-1.0,9.843241691589355,0.9360689991955893,103,0.7101025581359863
33,-109.75684087176518,-1.0,52.78654479980469,0.9341968611971981,85,0.6033873558044434
34,-59.54556877195184,-1.0,27.5931453704834,0.9323284674748037,80,0.5754621028900146
