Episode,Total Reward,Mean Reward,Train Loss,Epsilon,Actions,Training Time
0,-196.737444811474,-1.0,0.7722725868225098,0.9,112,0.41532206535339355
1,-129.8222615784892,-1.0,0.46827852725982666,0.81,86,0.7167770862579346
2,-307.526976751478,-1.0,0.2951800227165222,0.7290000000000001,88,0.737109899520874
3,-282.7375722814087,-1.0,73.6695327758789,0.6561000000000001,99,0.8233127593994141
4,-267.90308567422335,-1.0,1.203452706336975,0.5904900000000002,107,0.9045591354370117
5,-562.3646600306299,-1.0,2.173431158065796,0.5314410000000002,213,1.8450019359588623
6,-352.77071899492705,-1.0,66.57598114013672,0.47829690000000014,87,0.7355687618255615
7,-197.1000234143149,-1.0,1.0309194326400757,0.43046721000000016,111,0.9577069282531738
8,-407.3694298881224,-1.0,2.102459192276001,0.38742048900000015,79,0.6858131885528564
9,-248.10013378887518,-1.0,59.154869079589844,0.34867844010000015,65,0.5669958591461182
10,-250.89603428891775,-1.0,1.6948162317276,0.31381059609000017,65,0.5642843246459961
11,-272.23663192825626,-1.0,52.09354019165039,0.28242953648100017,83,0.7252829074859619
12,-38.31109498603594,-1.0,2.5170369148254395,0.25418658283290013,103,0.9168310165405273
13,-316.6796322009674,-1.0,1.561161994934082,0.22876792454961012,87,0.7741622924804688
14,-338.4963909342104,-1.0,2.829612970352173,0.2058911320946491,215,1.9815912246704102
15,-465.1811762802587,-1.0,1.4560776948928833,0.1853020188851842,211,1.9064531326293945
16,-387.1900345025441,-1.0,2.0480751991271973,0.16677181699666577,85,0.759160041809082
17,-255.9748305380917,-1.0,2.5377237796783447,0.1500946352969992,78,0.7107629776000977
18,-100.01705486175868,-1.0,2.9361233711242676,0.13508517176729928,326,3.0190987586975098
19,-313.99033928897074,-1.0,2.372814655303955,0.12157665459056936,219,2.010978937149048
20,-320.7357160383896,-1.0,1.4043848514556885,0.10941898913151243,599,5.792664051055908
21,-279.13716741191956,-1.0,0.6921418309211731,0.0984770902183612,476,4.542046785354614
22,-60.12751266777061,-1.0,1.6084140539169312,0.08862938119652508,244,2.2637078762054443
23,-195.6307516191046,-1.0,1.268700122833252,0.07976644307687257,1000,10.415201902389526
24,-137.68486649994557,-1.0,1.352332592010498,0.07178979876918531,1000,10.29736614227295
25,-199.59763219128723,-1.0,0.8008229732513428,0.06461081889226679,1000,10.42875075340271
26,-131.37532143193968,-1.0,0.9113689064979553,0.05814973700304011,1000,10.561012029647827
27,-160.9167392641317,-1.0,1.3838393688201904,0.0523347633027361,438,4.296069145202637
28,-124.16607512035604,-1.0,0.7931635975837708,0.04710128697246249,283,2.677022933959961
29,-207.99832485201426,-1.0,2.2363812923431396,0.042391158275216244,308,2.9162018299102783
30,-304.59616717276316,-1.0,1.0116373300552368,0.03815204244769462,935,10.011222124099731
31,-232.16891610761405,-1.0,0.8217884302139282,0.03433683820292516,743,8.069727182388306
32,-210.8491684908497,-1.0,2.512012004852295,0.030903154382632643,601,6.111016273498535
33,-155.28524085389165,-1.0,0.32355591654777527,0.02781283894436938,418,4.1485888957977295
34,-144.20398697132777,-1.0,0.6998145580291748,0.025031555049932444,523,5.068524122238159
35,-100.46974827427168,-1.0,0.9359546899795532,0.0225283995449392,1000,11.516512870788574
36,-212.73844515555135,-1.0,0.8445389270782471,0.020275559590445278,737,7.609788179397583
37,-254.3381501210243,-1.0,0.6295689940452576,0.01824800363140075,967,9.794304847717285
38,-122.75022255849646,-1.0,0.659713625907898,0.016423203268260675,313,2.9517388343811035
39,-179.55298359317513,-1.0,4.180030822753906,0.014780882941434608,381,3.647955894470215
40,-242.60717278625128,-1.0,0.6080554723739624,0.013302794647291147,773,7.78285813331604
41,-244.4752190707048,-1.0,0.9861215949058533,0.011972515182562033,701,7.176466941833496
42,-136.27322627941803,-1.0,0.6509716510772705,0.01077526366430583,195,1.7888751029968262
43,-171.24665544457707,-1.0,0.8175707459449768,0.009697737297875247,354,3.420588970184326
44,-237.44253432327238,-1.0,0.6893569231033325,0.008727963568087723,821,8.106799125671387
45,-269.15271089765287,-1.0,0.5886808633804321,0.00785516721127895,832,8.881898880004883
46,-174.75890343557825,-1.0,21.300703048706055,0.007069650490151055,296,2.77768611907959
47,-173.259523834695,-1.0,0.5008208155632019,0.00636268544113595,419,4.012254953384399
48,-191.67775535684154,-1.0,0.7658354043960571,0.005726416897022355,487,4.765086889266968
49,-184.38084118171918,-1.0,0.8663583993911743,0.00515377520732012,506,4.966728925704956
50,-204.12982014303623,-1.0,0.42164766788482666,0.004638397686588107,586,5.723257064819336
51,-235.5809560729575,-1.0,0.7362995147705078,0.0041745579179292966,615,6.178331136703491
52,-182.52346472557878,-1.0,0.3902050852775574,0.003757102126136367,461,4.519504070281982
53,-162.3790329576611,-1.0,0.4343508780002594,0.00338139191352273,593,6.025643825531006
54,-129.86555410656962,-1.0,0.47119757533073425,0.0030432527221704573,282,2.683528184890747
55,-139.32305595746504,-1.0,0.8226293325424194,0.0027389274499534117,226,2.126584053039551
56,-152.07598451919165,-1.0,0.7372183799743652,0.0024650347049580707,309,2.930680990219116
57,-159.14545894099504,-1.0,0.5429126620292664,0.0022185312344622636,363,3.456130027770996
58,-123.57385694386892,-1.0,0.498532235622406,0.001996678111016037,235,2.1903109550476074
59,-175.5783361905921,-1.0,0.5794390439987183,0.0017970102999144335,248,2.304967164993286
60,-112.56902557608029,-1.0,0.3696499764919281,0.0016173092699229901,244,2.2790958881378174
61,-190.47229289644298,-1.0,0.29735708236694336,0.0014555783429306911,351,3.374937057495117
